question_id,question_content,question_tags
960902,headach left sidetempl teeth  neck nausea spurt 4 day  ive migrain past usual sleep day  offic visit anyth,headach  nausea  migrain headach  migrain  abort  acupunctur  sleep
980470,calcul drug dose ibuprofen acetaminophen 2 year old children   pharmacist ,tempra  rufen  panadol  nuprin  motrin  ibuprofen  children  advil  acetaminophen
980737,low grade fever  white back throat  bodi ach  congest  swollen gland  sore ear   could,fever  swollen gland  enlarg lymph node  bodi ach  enlarg gland  low grade fever
987551,burn pain  tingl  occassion numb finger joint side finger  noth seem help   hand wrist xrayd  issu ,tingl  peripher neuropathi  numb  neuropathi  nerv damag  neurolog  nerv  burn pain  carpal tunnel syndrom
990555,loos wt5 kg 3mnths upper back shoulder pain 2 mnths get better massag rest  pain touch  chest ct normal  smoker  lung cancer,shoulder pain  cancer  lung cancer  smoke  massag  tactil  quit smoke  ct chest  comput tomographi  smoke cessat
993917,lump throat caus right ear pain nausea head neck pain sever fatigu problem wirh balanc health insur choke food well hard breath lay,nausea  earach  neck pain  urinari urgenc  choke  urinari urgenc  lethargi  lump throat  insur  nutrit
994177,high blood pressur  diabet sleep apnea  im pain around right kidney   urin output increas   concern,high blood pressur  diabet  diabet type 2  apnea  sleep apnea  hypertens  sleep  blood pressur  urin
995334,lost crown lower back tooth  alreadi root canal coupl year ago  tooth close gum line  get crown ,dentistri  root canal  crown
1001588,wisdom tooth caus tongu bump get rid,deal wisdom teeth  oral surgeri  oral maxillofaci surgeri  wisdom tooth extract
100377,caus angular cheiliti besid anemia vitamin defici,low blood count  inflamm  poor nutrit  vitamin defici  anemia  pain crack corner mouth  cosmet  vitamin supplement  vitamin b12  iron blood level
1008,virus caus genit herp caus cold sore,cold sore  genit herp  herp  fever  antivir  virus  herp simplex  hsv  sex
1014295,pericolac sheet suggest take bed time heal anal fissur hemorrhoid  best time regular colac taken often day,pericolac  metamucil  fece  hemorrhoid  docus sodium  colac  anal fissur
1014355,20 year old thyroid problem past 16 year take thyroxin 100 mcg regular t3  t4 normal tsh >100 suggest       ,armour thyroid  triiodothyronin  thyroxin  thyroid stimul hormon  t3  synthroid  liothyronin  levoxyl  levothyroxin
1015425,swollen  sore heavi breast along nausea  also sweat lot troubl sleep even tho im tire  pms pregnanc,insomnia  sleep disturb  perspir  nausea  premenstru syndrom  sleep  pregnanc
1025291,allerg conjunct itchi  dri eye  alaway doesnt help  cloudi vision  swell conjunctiva  ragwe  hypersensit allergi shot ,allerg conjunct  hypersensit  hazi vision  pink eye  antihistamin  pediatr allergi  irrit eye  antihistamin eye drop  vision  foggi vision
1025493,svr migrain 2 day ago vomit everi 5 minut 3 hour  worst migrain life  eye socket hurt bad  1 eye puffi slight headach  feel like got punch ,vomit  headach  migrain headach  migrain  imag  emesi
1026363,25 yo femal  famili histori colon cancer  bloat ulq  sometim pain  blood stool  chang stool constip softer stool  gas  loss appetit  colon cancer,constip  diarrhea  loos stool  abdomin bloat  appetit  loss appetit  irrit bowel syndrom  cancer  colon cancer  fece
1026800, ndicat use aspirin venous thrombosi,blood clot  hypercoagul  deep venous thrombosi  thrombosi  heparin  bayer  coumadin  blood thinner  aspirin  antiplatelet
1027763,start walk 3 week microfractur knee surgeri  suppos wait 5 week weight bear didnt  bad,chronic pain  persist pain  crutch  knee replac  crutch  orthoped surgeri  surgeri  knee surgeri
1028792,pain back knee  swell red warmth  havent injur could blood clot dvt,blood clot  blood clot leg  deep venous thrombosi
103119,fever  asthma histori   slight short breath  asthma  mayb pneumonia,bronchiti  fever  asthma  interstiti pneumonia  breathless  pneumonia  difficulti breath
1031241,physic therapi import knee microfractur surgeri doctor told could rehab self ,surgeri  physiotherapi  physic therapi  knee microfractur surgeri
1034569,tooth infect rodogyl  10day root canal done still pain  lnode jaw swollen bone ear near templ hurt need see doctor dentist,periodont  root canal  dentistri
1034944,suspect tooth abcess  gland swollen neck ear cheek ach  start diahorea vomit ,diarrhea  vomit  abscess  emesi  dentistri
1037691,ent said go remov bone spur septum septoplasti  turb reduct  common spur make surgeri hard,surgeri  septoplasti  ent head neck surgeri  ear nose throat  bone spur
1038063,breast implant left breast burn pain lump mass surround breast closest armpit could,tender swollen lump breast  inflamm  breast implant  mastiti  plastic surgeri  radioact  gamma ray  implant  burn pain  irradi
1045316,type breast cancer caus breast swell caus armpit pain lump mean cancer spread,breast abscess  breast carcinoma  breast pain  axillari pain  breast lump  breast cancer  cancer  biopsi  antibiot  inflammatori breast cancer
1045905,mild arthriti lower back caus signific sciatica pain mri done juli  pain get wors  gabapentin meloxicam  thank,cauda equina syndrom  manag sciatica  gait  sciatica  low back pain
1047560,possibl wisdom tooth infect  gum puffi around tooth   ear hurt tooth pain  wait 3 day monday dentist need antibiot,abscess  molar tooth  endocardium  bacteria
1048004,would mri brain rule alzheim brain damag ms im 19  male  battl horribl symptom year  end,alzheim diseas  multipl sclerosi  brain injuri  brain damag  mri  magnet reson imag
1060974,effect dental applianc treatment sleep apnea cpap,sleep apnea  apnea  continu posit airway pressur  sleep
1061857,typic prescrib fluconazol 200mg one time dose vagin yeast infect dosag high,yeast infect  fluconazol  yeast  diflucan  candida
107777,vagin itchi  red  slight irrit  alway yeast  sexual activ ,red skin  vagin itchi  femal health  lotrimin  candida  yeast  clotrimazol
1081419,problem tooth root canal treatment,root canal
1100414,tooth decay year almost gone  gum grew last piec  pain  $  riski antibiot fix get $,antibiot
1101954,yesterday  feet  ankl swollen  mng  entir right leg swollen  left leg normal  pain  swell ,swell one leg
1114058,found breast lump mammogram show fibroadenoma read report axillari lymphnod mild enlarg most reactiv mean ,digit mammogram
111782,hav short breath  small amt  blood mucus phlegm cough  xray blood test  doc say tb cancer  mayb smoke  jus quit  help,product cough  cough  mycobacterium tuberculosi infect  tuberculosi  breathless  cancer  hepat  difficulti breath  smoke  roentgen ray
1118008,swollen gum around wisdom tooth pick finger  blood pus came  ive got white spot side throat ,pus
1120726,sleep apnea  told use dental applianc  expect get better,sleep apnea  apnea  sleep
1122173,septoplasti surgeri done 8 month ago deviat septum  nose grab  hit  etc  redevi,septoplasti
1122285,dizzi head  achi bodi sore throat wrong,throat pain  sore throat  dizzi  influenza
1122516,clear mucus left nostril  left side nose pressur jaw pain  sometim blood mucus blow nose clear  sinus infect   ,sinus  jaw pain  nostril
1123468,sharp pain groin area right side symptom  burn stab pain  history: htn pcos zestoret provera ,high blood pressur  polycyst ovari syndrom  provera  lisinopril hydrocholorthiazid  hypertens  zestoret
1125953,fell 6 day ago land  forearm elbow   bruis signific  burn pain w  lump bruis  hand numb time,hand pain  elbow pain  numb  burn pain
1126047,wisdom tooth lower left side jaw grow  swollen area  annoy discomfort gum area  gum feel like lift area,abscess tooth  deal wisdom teeth  oral surgeri  impact tooth  oral maxillofaci surgeri
1126785,mom fell knee stair 5 day ago lot bruisingand swell around ankl pain broken,ankl pain  ankl fractur surgeri
1127717,two wisdom tooth remov time lymphnod ear remain swollen three month antibiot treatment requir remov lymphnod,tooth extract  antibiot
1135570,give suggest infect root canal treatment  altern tooth remov,tooth extract  root canal
1158119,go think psoriat arthriti like,arthriti  pain joint  psoriasi  psoriat arthriti  osteoarthr
1159090,hi dr  person hsv1 1 year hsv2 13 year get whitliw finger    dr anoth account could sign,herp simplex 1  hsv
1163451,possibl ms head injuri caus sever concuss,head injuri  multipl sclerosi  head trauma  concuss
1164134,diagnos irregular period    take metformin  clomid treat irregular period dont want conceiv side ef,dysmenorrhea  irregular period  glucophag  metformin  clomiphen  clomid
1168741,think al   doctor emg right arm neck said noth worri  sign al peripher neuropathi  ,peripher neuropathi  neuropathi  nerv damag  amyotroph later sclerosi  electromyographi
1171794,19 week pregnant sore throat  swollen gland  killer headach bodi ach congest runni nose  sneez  cough organ marijuana vs advil n ,strep throat  influenza  pregnanc
1179819,1 yr old day 5 runni nose  cough  letharg  lack appetit  first 2 day fever high 104  low 99 5  ped said dont worri mmr+prevanar shot monday  still play ,rhiniti  appetit  cough  fever  lethargi  mmr  runni nose
1184278,6 yr old boy small red rash look like hive  fever 103  joint pain  swell  pain eye  rash chang spread ,skin rash  fever  hive  joint pain  rash  rash
118630,3 5 year old son sever allergi  particular spring time  swollen eye  stuffi nose  ichi allov  rash hand  solut,skin rash  rash  stuf nose  swollen eye  eye swell  adhd  hypersensit  allerg reaction  nasal spray  child allergi
1187060,bone jaw poke gum tooth extract week ago  im start bad breath realli much pain,tooth extract  bad breath
1201374,2 wisdom teeth pull  safe take ibuprofen 600mg 5 time day amoxicillin 875 everi 12 hour hydrocodon 7 5325  need 4 6 h,wisdom teeth  tooth extract  rufen  nuprin  motrin  ibuprofen  amoxil  amoxicillin  advil
120558,vagina itch main lip  clitori  notic white discharg insid lip  could yeast infect shave,yeast infect  sexual transmit diseas  clotrimazol  lotrimin  antifung cream  anti fungal drug  femal health  candida  yeast  itch
121792,occult blood stool sampl accur method test colon cancer get info,blood stool  cancer  colon cancer  occult blood  fece  colon  colonoscopi
1223975,still extrem pain 3 week tooth extract dri socket socket close  dont infect either ,dri socket  tooth extract
1224189,chronic pain forearm  wrist  hand last year play piano  amount rest help  red swell ,chronic pain  persist pain
1226551,cluster headach 23 time per week  depress fibromyalgia  provid rule ms last year still keep get symptom ,headach  muscl spasm  depress  fibromyalgia  cluster headach  multipl sclerosi  acupunctur  cannabinoid panel  complementari altern medicin  massag
1227640,famili histori lung cancer 50  im 32 former smoker  good age low dose ct screen fit current screen requir  studi say 80% increas lc risk  scare,cancer  lung cancer  comput tomographi
1236497,dizzi 24 7 6 month tens jaw ocassion headach tinnitus bloodurin test fine dentist said wisdom teeth fine tmj 20 yr,dizzi  headach  tmj syndrom  wisdom teeth  exercis  manag vertigo  dizzi  physic therapi  vertigo  urin  physiotherapi
1238249,4 day row ive woken bad headach bodi ach   bad cant sleep   day take tylenol ibuprofen help ,headach  bodi ach  motrin  nuprin  rufen  ibuprofen  sleep  tylenol  advil  acetaminophen
1244987,ct scan show gallston  gall bladder problem well stomach ulcer urin blood test,ulcer  bladder pain  bladder problem  ct scan  comput tomographi  gallston  urin  bladder
1246108,bad chest pain left arm pain bad palpit  test rule heart  pleas tell anxieti symptom ,chest pain  feel anxious  arm pain  chest tight  palpit  chest pressur  angina  anxieti
1246222,woke right arm hand swollen   eight hour later  swell went burn sensat upper arm ,hand swell  burn sensat
1247215,11 week old 2 month shot  doc said give tylenol pain fever  give  infant motrin also  sinc readi ,fever  ibuprofen  motrin  tylenol  acetaminophen
1258331,headach  chill  sore throat  fever  tire  bodi ach   blak occasion  lost appetit  2 day  stomach pain   vomit,vomit  throat pain  sore throat  appetit  fever  headach  bodi ach  emesi
1276986,last two month symptoms: tight tingl shoulder  tight tingl neck  headach band type  swollen head  tmj w swollen lymph node last 2 wks,headach  swollen gland  tingl  tmj syndrom  enlarg lymph node
128217,yesterday went doc sore throat  cough fever  given med includ antibiot  today chest pain cough   ,chest pain  fever  throat pain  sore throat  cough  chest pressur  chest tight  angina  antibiot  cough fever
1284500,asthma test know trigger  dust   flower mayb allergi food ,asthma  hypersensit  nutrit  allergi
